#PKey;dev_eui;received_at;RecdAtUnix;f_cnt;f_port;PayloadHex;spreading_factor;frequency;consumed_airtime;RSSI;SNR;humidity;loudness;lux;pressure;temperature;uv;voc;voltage;co2;pm10;pm25
234392;70B3D54998CC2DCB;2023-09-12 07:53:21;1694505201;9767;1;2EBDAD278F6E2103F8001A520DA70F780086010F;10;868300;0.452608;105;8;86.5;41;1016;1012.7;19.65;26;281.93;3.495;396;27.1;13.4
234397;70B3D54998CC2DCB;2023-09-12 08:03:23;1694505803;9768;1;2F03A9278F6F44044B001B510DA80F6E00A1012E;12;868100;1.810432;109;8;84.5;40.5;1099;1012.7;20.35;27;284.84;3.496;395;30.2;16.1
234402;70B3D54998CC2DCB;2023-09-12 08:13:22;1694506402;9769;1;2F3FA62790703C046F001B550DA90F6400A000FF;10;868100;0.452608;104;7;83;42.5;1135;1012.8;20.95;27;287.32;3.497;394;25.5;16
234407;70B3D54998CC2DCB;2023-09-12 08:23:22;1694507002;9770;1;2F66A3279177F3046C001C510DA90EA600B3013D;10;868300;0.452608;105;6;81.5;40.5;1132;1012.9;21.34;28;307.07;3.497;375;31.7;17.9
234412;70B3D54998CC2DCB;2023-09-12 08:33:23;1694507603;9771;1;2F90A127907B090474001D530DA90E74009500CC;12;868100;1.810432;111;6;80.5;41.5;1140;1012.8;21.76;29;314.97;3.497;370;20.4;14.9
234417;70B3D54998CC2DCB;2023-09-12 08:43:21;1694508201;9772;1;2FB09C279087B504B3001E530DA80ED8007A0087;10;868500;0.452608;105;7;78;41.5;1203;1012.8;22.08;30;347.41;3.496;380;13.5;12.2
234422;70B3D54998CC2DCB;2023-09-12 08:53:21;1694508801;9773;1;2FD097278F92340487001D510DAA0D7A006700C0;10;868500;0.452608;108;5;75.5;40.5;1159;1012.7;22.4;29;374.28;3.498;345;19.2;10.3
234427;70B3D54998CC2DCB;2023-09-12 09:03:22;1694509402;9774;1;2FF297278F8C46047E001D520DA90E60006200B1;12;868100;1.810432;120;16;75.5;41;1150;1012.7;22.74;29;359.1;3.497;368;17.7;9.8
234432;70B3D54998CC2DCB;2023-09-12 09:13:21;1694510001;9775;1;301096278F8C460481001E530DA90DCA00740080;10;868100;0.452608;120;14;75;41.5;1153;1012.7;23.04;30;359.1;3.497;353;12.8;11.6
234437;70B3D54998CC2DCB;2023-09-12 09:23:21;1694510601;9776;1;302E9427908A7804A7001F530DA80CDA008F00C1;10;868500;0.452608;111;6;74;41.5;1191;1012.8;23.34;31;354.48;3.496;329;19.3;14.3
234442;70B3D54998CC2DCB;2023-09-12 09:33:22;1694511202;9777;1;305B922792834A046B001E530DA90C9E009100D9;12;868100;1.810432;121;15;73;41.5;1131;1013;23.79;30;336.1;3.497;323;21.7;14.5
234447;70B3D54998CC2DCB;2023-09-12 09:43:21;1694511801;9778;1;306C8F27928A7803880018520DAA0C9E007100BB;10;868500;0.452608;104;8;71.5;41;904;1013;23.96;24;354.48;3.498;323;18.7;11.3
234452;70B3D54998CC2DCB;2023-09-12 09:53:21;1694512401;9779;1;308C8D2792890004AE0021540DA80D5C009500ED;10;868500;0.452608;108;3;70.5;42;1198;1013;24.28;33;350.72;3.496;342;23.7;14.9
234457;70B3D54998CC2DCB;2023-09-12 10:03:22;1694513002;9780;1;30B88A2790860404F70023530DA70E4C008F011B;12;868100;1.810432;119;6;69;41.5;1271;1012.8;24.72;35;343.08;3.495;366;28.3;14.3
234462;70B3D54998CC2DCB;2023-09-12 10:13:21;1694513601;9781;1;30F78727927B4504800020540DA80DDE006800B9;10;868300;0.452608;107;7;67.5;42;1152;1013;25.35;32;315.57;3.496;355;18.5;10.4
234467;70B3D54998CC2DCB;2023-09-12 10:23:21;1694514201;9782;1;311084278F806B04B00020530DA80CD00079013C;10;868500;0.452608;119;9;66;41.5;1200;1012.7;25.6;32;328.75;3.496;328;31.6;12.1
234472;70B3D54998CC2DCB;2023-09-12 10:33:22;1694514802;9783;1;314581278F8AC505B20028520DA70C58005700FE;12;868100;1.810432;120;15;64.5;41;1458;1012.7;26.13;40;355.25;3.495;316;25.4;8.7
234477;70B3D54998CC2DCB;2023-09-12 10:43:21;1694515401;9784;1;31847D278F879005330024570DA80CE4006C0085;10;868500;0.452608;107;6;62.5;43.5;1331;1012.7;26.76;36;347.04;3.496;330;13.3;10.8
234482;70B3D54998CC2DCB;2023-09-12 10:53:21;1694516001;9785;1;318F7C27908A0703C5001B530DA90C1C0064007B;10;868100;0.452608;113;5;62;41.5;965;1012.8;26.87;27;353.35;3.497;310;12.3;10
234487;70B3D54998CC2DCB;2023-09-12 11:03:22;1694516602;9786;1;319678279186280426001D540DA90B5E0089014C;12;868300;1.810432;108;2;60;42;1062;1012.9;26.94;29;343.44;3.497;291;33.2;13.7
234492;70B3D54998CC2DCB;2023-09-12 11:13:20;1694517200;9787;1;3197792790936F050E0023540DA90BC20054007B;10;868500;0.452608;109;3;60.5;42;1294;1012.8;26.95;35;377.43;3.497;301;12.3;8.4
234497;70B3D54998CC2DCB;2023-09-12 11:23:20;1694517800;9788;1;31E575278F8F6404CE0021550DAA0B86009200CA;10;868100;0.452608;120;14;58.5;42.5;1230;1012.7;27.73;33;367.08;3.498;295;20.2;14.6
234502;70B3D54998CC2DCB;2023-09-12 11:33:21;1694518401;9789;1;323370278E91FC08A7003B540DAD0CC6005A009E;12;868100;1.810432;113;3;56;42;2215;1012.6;28.51;59;373.72;3.501;327;15.8;9
234507;70B3D54998CC2DCB;2023-09-12 11:43:21;1694519001;9790;1;32C06B278D8F8D078D0033530DAF0ABE00550064;10;868500;0.452608;118;9;53.5;41.5;1933;1012.5;29.92;51;367.49;3.503;275;10;8.5
234512;70B3D54998CC2DCB;2023-09-12 11:53:21;1694519601;9791;1;334365278D8C20074E0035560DB10A8200730083;10;868100;0.452608;120;10;50.5;43;1870;1012.5;31.23;53;358.72;3.505;269;13.1;11.5
234517;70B3D54998CC2DCB;2023-09-12 12:03:23;1694520203;9792;1;335163278E7DAB05690025540DAF0AA000480060;12;868300;1.810432;108;7;49.5;42;1385;1012.6;31.37;37;321.71;3.503;272;9.6;7.2
234522;70B3D54998CC2DCB;2023-09-12 12:13:21;1694520801;9793;1;331464278C83B10421001D520DAF0BB8005A0062;10;868500;0.452608;107;6;50;41;1057;1012.4;30.76;29;337.13;3.503;300;9.8;9
234527;70B3D54998CC2DCB;2023-09-12 12:23:20;1694521400;9794;1;32CD64278B960C03850018550DB00B7C0052006C;10;868100;0.452608;113;3;50;42.5;901;1012.3;30.05;24;384.12;3.504;294;10.8;8.2
234532;70B3D54998CC2DCB;2023-09-12 12:33:20;1694522000;9795;1;329063278BA77A04DA0021550DAE0B4A0033005A;12;868500;1.810432;101;6;49.5;42.5;1242;1012.3;29.44;33;428.74;3.502;289;9;5.1
234537;70B3D54998CC2DCB;2023-09-12 12:43:18;1694522598;9796;1;325767278ABBFD04F20021550DAD0B2C0047006B;10;868300;0.452608;109;5;51.5;42.5;1266;1012.2;28.87;33;481.25;3.501;286;10.7;7.1
234542;70B3D54998CC2DCB;2023-09-12 12:53:18;1694523198;9797;1;32356B278ABB9604CD0022550DAD0AAA0043004A;10;868500;0.452608;107;7;53.5;42.5;1229;1012.2;28.53;34;480.22;3.501;273;7.4;6.7
234547;70B3D54998CC2DCB;2023-09-12 13:03:19;1694523799;9798;1;323D6C278AB28704BA0020560DAC0C08004E0056;12;868500;1.810432;119;18;54;43;1210;1012.2;28.61;32;457.03;3.5;308;8.6;7.8
234552;70B3D54998CC2DCB;2023-09-12 13:13:17;1694524397;9799;1;324466278AD09D07680035550DAC0B9000450069;10;868500;0.452608;114;8;51;42.5;1896;1012.2;28.68;53;534.05;3.5;296;10.5;6.9
234557;70B3D54998CC2DCB;2023-09-12 13:23:18;1694524998;9800;1;329861278ADEC70744002D560DAE0AAA0020002F;10;868300;0.452608;109;6;48.5;43;1860;1012.2;29.52;45;570.31;3.502;273;4.7;3.2
234562;70B3D54998CC2DCB;2023-09-12 13:33:19;1694525599;9801;1;32CE5D2788DDD608400036540DAE0B40002800C6;12;868300;1.810432;104;5;46.5;42;2112;1012;30.06;54;567.9;3.502;288;19.8;4
234567;70B3D54998CC2DCB;2023-09-12 13:43:18;1694526198;9802;1;33045D2787D072068A002A560DAD0A780027007A;10;868100;0.452608;119;11;46.5;43;1674;1011.9;30.6;42;533.62;3.501;268;12.2;3.9
234572;70B3D54998CC2DCB;2023-09-12 13:53:17;1694526797;9803;1;32F95E2787D27405E10025550DAE0B4A002C0038;10;868100;0.452608;113;5;47;42.5;1505;1011.9;30.49;37;538.76;3.502;289;5.6;4.4
234577;70B3D54998CC2DCB;2023-09-12 14:03:19;1694527399;9804;1;3422522788CA2F16A7009A560DDA0A00001F002B;12;868500;1.810432;111;2;41;43;5799;1012;33.46;154;517.59;3.546;256;4.3;3.1
234582;70B3D54998CC2DCB;2023-09-12 14:13:19;1694527999;9805;1;346B4B2785C34307BF0031550DB80B22001E0043;10;868500;0.452608;108;7;37.5;42.5;1983;1011.7;34.19;49;499.87;3.512;285;6.7;3
234587;70B3D54998CC2DCB;2023-09-12 14:23:18;1694528598;9806;1;34A44C2784C28A166F0088550DC20A32002C0031;10;868500;0.452608;106;6;38;42.5;5743;1011.6;34.76;136;498.02;3.522;261;4.9;4.4
234592;70B3D54998CC2DCB;2023-09-12 14:33:19;1694529199;9807;1;34604C2784D14705E60024550DB90C7600330038;12;868500;1.810432;107;16;38;42.5;1510;1011.6;34.08;36;535.75;3.513;319;5.6;5.1
234597;70B3D54998CC2DCB;2023-09-12 14:43:16;1694529796;9808;1;33CA512783E39C04FE0020570DB90B4A0031007D;10;868500;0.452608;96;4;40.5;43.5;1278;1011.5;32.58;32;582.68;3.513;289;12.5;4.9
234602;70B3D54998CC2DCB;2023-09-12 14:53:15;1694530395;9809;1;3347562782F80C0406001A540DB90B7C0033004D;10;868100;0.452608;118;9;43;42;1030;1011.4;31.27;26;635;3.513;294;7.7;5.1
234607;70B3D54998CC2DCB;2023-09-12 15:03:15;1694530995;9810;1;32BF5F2783F6A6033A0015550DB80AE600210030;12;868500;1.810432;107;5;47.5;42.5;826;1011.5;29.91;21;631.42;3.512;279;4.8;3.3
234612;70B3D54998CC2DCB;2023-09-12 15:13:13;1694531593;9811;1;3296652783DD170AF9003E550DB10B90004A007F;10;868100;0.452608;117;1;50.5;42.5;2809;1011.5;29.5;62;565.99;3.505;296;12.7;7.4
234617;70B3D54998CC2DCB;2023-09-12 15:23:15;1694532195;9812;1;344B562782ABF922D9009E590DC20C2600300035;10;868100;0.452608;119;14;43;44.5;8921;1011.4;33.87;158;440.25;3.522;311;5.3;4.8
234622;70B3D54998CC2DCB;2023-09-12 15:33:18;1694532798;9813;1;34BE4E2782ACA70C6D0043550DBD09B0001C004A;12;868100;1.810432;110;7;39;42.5;3181;1011.4;35.02;67;441.99;3.517;248;7.4;2.8
234627;70B3D54998CC2DCB;2023-09-12 15:43:14;1694533394;9814;1;3423532782BBB80AC8003A550DBA0A460035004F;10;868100;0.452608;111;6;41.5;42.5;2760;1011.4;33.47;58;480.56;3.514;263;7.9;5.3
234631;70B3D54998CC2DCB;2023-09-12 15:53:13;1694533993;9815;1;33A5582782C3680A020035530DB80A3200280036;10;868500;0.452608;108;6;44;41.5;2562;1011.4;32.21;53;500.24;3.512;261;5.4;4
234636;70B3D54998CC2DCB;2023-09-12 16:03:14;1694534594;9816;1;33375D2781C5EA0889002E540DB70A8C00450055;12;868500;1.810432;110;3;46.5;42;2185;1011.3;31.11;46;506.66;3.511;270;8.5;6.9
234641;70B3D54998CC2DCB;2023-09-12 16:13:12;1694535192;9817;1;32B6622781D9F803FB0017520DBD0B5400330075;10;868500;0.452608;115;8;49;41;1019;1011.3;29.82;23;558;3.517;290;11.7;5.1
234646;70B3D54998CC2DCB;2023-09-12 16:23:10;1694535790;9818;1;3238672781DC88038D0016540DBA0AE6002E0033;10;868100;0.452608;115;3;51.5;42;909;1011.3;28.56;22;564.56;3.514;279;5.1;4.6
234651;70B3D54998CC2DCB;2023-09-12 16:33:11;1694536391;9819;1;31EC6C2781CB4702B30012540DB90B90002F00AE;12;868500;1.810432;115;17;54;42;691;1011.3;27.8;18;520.39;3.513;296;17.4;4.7
234656;70B3D54998CC2DCB;2023-09-12 16:43:09;1694536989;9820;1;319C702782D6EF0199000B560DBA0BA40038003F;10;868300;0.452608;107;7;56;43;409;1011.4;27;11;550.23;3.514;298;6.3;5.6
234661;70B3D54998CC2DCB;2023-09-12 16:53:09;1694537589;9821;1;3146732783DC8800D20006530DC40C1C00330039;10;868500;0.452608;105;4;57.5;41.5;210;1011.5;26.14;6;564.56;3.524;310;5.7;5.1
234666;70B3D54998CC2DCB;2023-09-12 17:03:09;1694538189;9822;1;3101772784D01D007D0003530DF80C3A003D0044;12;868500;1.810432;120;16;59.5;41.5;125;1011.6;25.45;3;532.77;3.576;313;6.8;6.1
234671;70B3D54998CC2DCB;2023-09-12 17:13:08;1694538788;9823;1;30C9792785CDAB00770003540DE40C260024002F;10;868300;0.452608;94;5;60.5;42;119;1011.7;24.89;3;526.51;3.556;311;4.7;3.6
234676;70B3D54998CC2DCB;2023-09-12 17:23:07;1694539387;9824;1;309A7A2786C59E00500002520F0B0C12002A003D;10;868300;0.452608;114;7;61;41;80;1011.8;24.42;2;505.9;3.851;309;6.1;4.2
234681;70B3D54998CC2DCB;2023-09-12 17:33:08;1694539988;9825;1;30717C2785BAC9004C0002500F280D2000310044;12;868500;1.810432;119;16;62;40;76;1011.7;24.01;2;478.17;3.88;336;6.8;4.9
234686;70B3D54998CC2DCB;2023-09-12 17:43:06;1694540586;9826;1;304A7F2785BB9600340001510F390C26004B0083;10;868300;0.452608;106;7;63.5;40.5;52;1011.7;23.62;1;480.22;3.897;311;13.1;7.5
234691;70B3D54998CC2DCB;2023-09-12 17:53:05;1694541185;9827;1;3026822786AE07000C0000530F3E0CDA00470081;10;868500;0.452608;107;6;65;41.5;12;1011.8;23.26;0;445.51;3.902;329;12.9;7.1
234696;70B3D54998CC2DCB;2023-09-12 18:03:06;1694541786;9828;1;3006842786A55D00030000500F3D0C2600390047;12;868100;1.810432;120;7;66;40;3;1011.8;22.94;0;423.33;3.901;311;7.1;5.7
234701;70B3D54998CC2DCB;2023-09-12 18:13:04;1694542384;9829;1;2FE58827879F5700000000540F400C7600440050;10;868500;0.452608;117;7;68;42;0;1011.9;22.61;0;407.91;3.904;319;8;6.8
234706;70B3D54998CC2DCB;2023-09-12 18:23:03;1694542983;9830;1;2FC689278899A600000000540F400C80004A0052;10;868100;0.452608;112;4;68.5;42;0;1012;22.3;0;393.34;3.904;320;8.2;7.4
234711;70B3D54998CC2DCB;2023-09-12 18:33:05;1694543585;9831;1;2FB08A278A8BF900000000520F3F0CA80035003A;12;868500;1.810432;117;6;69;41;0;1012.2;22.08;0;358.33;3.903;324;5.8;5.3
234716;70B3D54998CC2DCB;2023-09-12 18:43:03;1694544183;9832;1;2F9E8D278B86FF00000000520F3F0D840057008E;10;868300;0.452608;94;4;70.5;41;0;1012.3;21.9;0;345.59;3.903;346;14.2;8.7
234721;70B3D54998CC2DCB;2023-09-12 18:53:02;1694544782;9833;1;2F8C90278B85E000000000550F3E0DA2006B00A7;10;868100;0.452608;119;7;72;42.5;0;1012.3;21.72;0;342.72;3.902;349;16.7;10.7
234726;70B3D54998CC2DCB;2023-09-12 19:03:03;1694545383;9834;1;2F7D93278B7DCA00000000520F3F0CD0007E00B4;12;868500;1.810432;117;17;73.5;41;0;1012.3;21.57;0;322.02;3.903;328;18;12.6
234731;70B3D54998CC2DCB;2023-09-12 19:13:01;1694545981;9835;1;2F7093278A779D00000000510F3D0C4E007200D4;10;868100;0.452608;119;10;73.5;40.5;0;1012.2;21.44;0;306.21;3.901;315;21.2;11.4
234735;70B3D54998CC2DCB;2023-09-12 19:23:01;1694546581;9836;1;2F6794278B71D100000000510F3F0DF200740093;10;868300;0.452608;103;5;74;40.5;0;1012.3;21.35;0;291.37;3.903;357;14.7;11.6
234740;70B3D54998CC2DCB;2023-09-12 19:33:02;1694547182;9837;1;2F5F95278A6DF100000000510F3E0D3E006C00FB;12;868300;1.810432;115;6;74.5;40.5;0;1012.2;21.27;0;281.45;3.902;339;25.1;10.8
234745;70B3D54998CC2DCB;2023-09-12 19:43:01;1694547781;9838;1;2F5896278B757000000000510F3E0D2000700089;10;868500;0.452608;108;6;75;40.5;0;1012.3;21.2;0;300.64;3.902;336;13.7;11.2
234750;70B3D54998CC2DCB;2023-09-12 19:53:00;1694548380;9839;1;2F4999278B75DE00000000520F3E0C1C00640073;10;868500;0.452608;120;16;76.5;41;0;1012.3;21.05;0;301.74;3.902;310;11.5;10
234755;70B3D54998CC2DCB;2023-09-12 20:03:01;1694548981;9840;1;2F359C278B725200000000520F3C0D48005F00B4;12;868500;1.810432;117;8;78;41;0;1012.3;20.85;0;292.66;3.9;340;18;9.5
234760;70B3D54998CC2DCB;2023-09-12 20:12:59;1694549579;9841;1;2F1D9B278C76D800000000530F3D0CA800620088;10;868100;0.452608;108;6;77.5;41.5;0;1012.4;20.61;0;304.24;3.901;324;13.6;9.8
234765;70B3D54998CC2DCB;2023-09-12 20:22:58;1694550178;9842;1;2F00A1278B6E3900000000530F3C0D6600420052;10;868300;0.452608;114;9;80.5;41.5;0;1012.3;20.32;0;282.17;3.9;343;8.2;6.6
234770;70B3D54998CC2DCB;2023-09-12 20:32:59;1694550779;9843;1;2EE7A2278B663200000000520F3C0D7000770110;12;868100;1.810432;120;10;81;41;0;1012.3;20.07;0;261.62;3.9;344;27.2;11.9
234774;70B3D54998CC2DCB;2023-09-12 20:42:57;1694551377;9844;1;2ED4A3278A705500000000530F3C0D34009000EE;10;868100;0.452608;120;11;81.5;41.5;0;1012.2;19.88;0;287.57;3.9;338;23.8;14.4
234779;70B3D54998CC2DCB;2023-09-12 20:52:57;1694551977;9845;1;2EC5A4278A6D1B00000000530F3C0D16008800AD;10;868300;0.452608;117;6;82;41.5;0;1012.2;19.73;0;279.31;3.9;335;17.3;13.6
234784;70B3D54998CC2DCB;2023-09-12 21:02:58;1694552578;9846;1;2EB6A7278A66C400000000510F3C0D48009600D3;12;868100;1.810432;111;4;83.5;40.5;0;1012.2;19.58;0;263.08;3.9;340;21.1;15
234789;70B3D54998CC2DCB;2023-09-12 21:12:56;1694553176;9847;1;2EAAA6278A633600000000520F3B0E2E007600CF;10;868100;0.452608;119;7;83;41;0;1012.2;19.46;0;253.98;3.899;363;20.7;11.8
234794;70B3D54998CC2DCB;2023-09-12 21:22:55;1694553775;9848;1;2EA5A7278A62D500000000530F3B0D3400800100;10;868100;0.452608;120;13;83.5;41.5;0;1012.2;19.41;0;253.01;3.899;338;25.6;12.8
234799;70B3D54998CC2DCB;2023-09-12 21:32:56;1694554376;9849;1;2EA0A5278B674200000000530F3B0DD400A400D5;12;868500;1.810432;107;6;82.5;41.5;0;1012.3;19.36;0;264.34;3.899;354;21.3;16.4
234804;70B3D54998CC2DCB;2023-09-12 21:42:55;1694554975;9850;1;2E9BAA278B697400000000540F3B0ECE00AF0105;10;868500;0.452608;119;13;85;42;0;1012.3;19.31;0;269.96;3.899;379;26.1;17.5
234809;70B3D54998CC2DCB;2023-09-12 21:52:54;1694555574;9851;1;2E92A9278C652800000000550F3A0DD400960104;10;868300;0.452608;117;6;84.5;42.5;0;1012.4;19.22;0;258.96;3.898;354;26;15
234814;70B3D54998CC2DCB;2023-09-12 22:02:55;1694556175;9852;1;2E8AAC278D62E900000000500F3A0E60007200CF;12;868500;1.810432;106;6;86;40;0;1012.5;19.14;0;253.21;3.898;368;20.7;11.4
234819;70B3D54998CC2DCB;2023-09-12 22:12:53;1694556773;9853;1;2E83AC278D628800000000520F3B0E2400BC0124;10;868300;0.452608;115;7;86;41;0;1012.5;19.07;0;252.24;3.899;362;29.2;18.8
234824;70B3D54998CC2DCB;2023-09-12 22:22:53;1694557373;9854;1;2E7DAE278C62AF00000000520F3A0E560077012D;10;868500;0.452608;118;14;87;41;0;1012.4;19.01;0;252.63;3.898;367;30.1;11.9
234829;70B3D54998CC2DCB;2023-09-12 22:32:54;1694557974;9855;1;2E7AAE278C642300000000530F3A0E38007A0105;12;868100;1.810432;117;10;87;41.5;0;1012.4;18.98;0;256.35;3.898;364;26.1;12.2
234834;70B3D54998CC2DCB;2023-09-12 22:42:52;1694558572;9856;1;2E76AD278C624E00000000510F390E2E00A101A4;10;868300;0.452608;108;3;86.5;40.5;0;1012.4;18.94;0;251.66;3.897;363;42;16.1
234839;70B3D54998CC2DCB;2023-09-12 22:52:52;1694559172;9857;1;2E71AD278B610D00000000500F3A0D7A00B6016B;10;868500;0.452608;108;6;86.5;40;0;1012.3;18.89;0;248.45;3.898;345;36.3;18.2
234844;70B3D54998CC2DCB;2023-09-12 23:02:53;1694559773;9858;1;2E6BAC278C623B00000000520F390D5C00DB01DB;12;868500;1.810432;115;10;86;41;0;1012.4;18.83;0;251.47;3.897;342;47.5;21.9
234849;70B3D54998CC2DCB;2023-09-12 23:12:51;1694560371;9859;1;2E66AF278B627500000000560F380E7400D601BE;10;868500;0.452608;119;11;87.5;43;0;1012.3;18.78;0;252.05;3.896;370;44.6;21.4
234854;70B3D54998CC2DCB;2023-09-12 23:22:51;1694560971;9860;1;2E61AF278B639800000000520F380E5600840136;10;868300;0.452608;106;3;87.5;41;0;1012.3;18.73;0;254.96;3.896;367;31;13.2
234859;70B3D54998CC2DCB;2023-09-12 23:32:51;1694561571;9861;1;2E59AF278B634A00000000550F380E7E00F6024B;12;868500;1.810432;106;5;87.5;42.5;0;1012.3;18.65;0;254.18;3.896;371;58.7;24.6
234864;70B3D54998CC2DCB;2023-09-12 23:42:50;1694562170;9862;1;2E50AF278B63C000000000510F360F0A00C20185;10;868100;0.452608;121;13;87.5;40.5;0;1012.3;18.56;0;255.36;3.894;385;38.9;19.4
234869;70B3D54998CC2DCB;2023-09-12 23:52:50;1694562770;9863;1;2E49AF278B652800000000510F360FB400F002EB;10;868100;0.452608;110;6;87.5;40.5;0;1012.3;18.49;0;258.96;3.894;402;74.7;24
